name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude,provinsi
Keping Psychology (Praktik Psikolog Larasati Ayu Pidari),Psychologist,"keping psychology (praktik psikolog larasati ayu pidari), jl. rancaekek no no.km 20, cipacing, jatinangor, sumedang regency, west java 45363, indonesia",tidak diketahui,+62 813-2123-8289,0.0,3.0,107.7630357,-6.9496482,Jawa Barat
Biro Psikologi Kreasi Center,Psychologist,"biro psikologi kreasi center, jl. guru muchtar, rt.01/rw.12, cimahpar, kec. bogor utara, kota bogor, jawa barat 16155, indonesia",tidak diketahui,+62 887-7126-98952,5.0,23.0,106.8331679,-6.5877774,Jawa Barat
PT Swaparinama Biro Psikolog,Psychologist,"pt swaparinama biro psikolog, oint lab, graha pos indonesia, jl. banda no.30 lt.2, citarum, kec. bandung wetan, kota bandung, jawa barat 40132, indonesia",tidak diketahui,+62 817-7928-8248,4.0,8.0,107.6173964,-6.906875,Jawa Barat
Padanan Consultant,Psychologist,"padanan consultant, kampung cigombong, kec. pacet, kabupaten cianjur, jawa barat 43253, indonesia",tidak diketahui,+62 856-2021-098,5.0,1.0,107.0483757,-6.7588418,Jawa Barat
Psikolog Pendidikan Ruang Peppermint,Psychologist,"psikolog pendidikan ruang peppermint, jl. pangandaran no.20 blok b8, katulampa, bogor timur, bogor city, west java 16144, indonesia",http://www.ruangpeppermint.web.id/,+62 858-6443-3676,0.0,36.0,106.8225321,-6.6099104,Jawa Barat
Grafologi Indonesia,Psychologist,"grafologi indonesia, jl. haur pancuh no.kel, lebak gede, coblong, bandung city, west java 40132, indonesia",https://grafologiindonesia.com/,+62 813-1234-6162,5.0,43.0,107.6192808,-6.8931532,Jawa Barat
Lembaga Psikologi Grahita Indonesia,Psychologist,"lembaga psikologi grahita indonesia, pasadena town house, jl. caringin no.9 no. x, babakan ciparay, kec. babakan ciparay, kota bandung, jawa barat 40223, indonesia",https://grahita.org/tag/lembaga-psikologi/,+62 812-2037-4790,0.0,7.0,107.5785534,-6.9445753,Jawa Barat
Integrated Psychological Service Center,Mental health service,"integrated psychological service center, universitas kristen maranatha jl. prof. drg. suria sumantri, mph. no. 65, sukawarna, kec. sukajadi, kota bandung, jawa barat 40164, indonesia",tidak diketahui,+62 22 2012186 ext. 1314,5.0,1.0,107.5807506,-6.886442,Jawa Barat
Konsultan Psikologi dinamikaGama,Psychologist,"konsultan psikologi dinamikagama, klinik pratama stikes muhammadiyah, jl. kalitanjung no.14/18a lantai 2, harjamukti, cirebon city, west java 45143, indonesia",http://psikologcirebon.com/,+62 819-1230-8834,0.0,16.0,108.5389857,-6.7461164,DI Yogyakarta
Grahita Indonesia Tasikmalaya,Psychologist,"grahita indonesia tasikmalaya, perumahan andalusia garden 2, almeria no.26b, mangkubumi, kec. mangkubumi, kab. tasikmalaya, jawa barat 46181, indonesia",http://grahita.org/,+62 822-1178-1313,3.0,2.0,108.1883174,-7.3408662,Jawa Barat
Vida Rumah Konsultasi dan Layanan Psikologi,Psychologist,"vida rumah konsultasi dan layanan psikologi, bantarjati, bogor utara, bogor city, west java, indonesia",http://www.vidakita.com/,+62 812-1070-0207,5.0,5.0,106.8168706,-6.5896432,Jawa Barat
Praktik Psikolog Yulia Irawati,Psychologist,"54ph+wv9 praktik psikolog yulia irawati, jl. ir. h. juanda, mekarsari, kec. cianjur, kabupaten cianjur, jawa barat, indonesia",tidak diketahui,+62 813-1332-2757,5.0,3.0,107.129725,-6.8127032,Jawa Barat
Biro Psikologi EDUfa Counseling & EDUfa Autism Therapy Centre Garut,Psychologist,"biro psikologi edufa counseling & edufa autism therapy centre garut, komplek, permata hijau land jl. raya samarang no.e39, sukagalih, kec. tarogong kidul, kabupaten garut, jawa barat 44151, indonesia",http://www.edufa.co.id/,+62 812-1801-7003,5.0,9.0,107.8734912,-7.1995402,Jawa Barat
"Praktik Bersama Psikolog Klinis Erlinda Astriana, S.Psi., M.Psi., Psikolog, dkk (PBPKEA)",Psychologist,"praktik bersama psikolog klinis erlinda astriana, s.psi., m.psi., psikolog, dkk (pbpkea), komplek pusbekangad, jl. sena no.28, rt.01/rw.05, cibinong, bogor regency, west java 16911, indonesia",tidak diketahui,+62 811-9221-991,0.0,5.0,106.8479805,-6.4771116,Jawa Barat
Unit Layanan Psikologi UIN Sunan Gunung Djati Bandung,Psychologist,"unit layanan psikologi uin sunan gunung djati bandung, jl. soekarno-hatta no.800, cimenerang, gedebage, bandung city, west java 40293, indonesia",http://instagram.com/ulpuinbandung,+62 895-3718-70203,0.0,30.0,107.7050574,-6.9371156,Jawa Barat
Biro Psikologi Golden Kids,Psychologist,"biro psikologi golden kids, jl. mangga raya no.7 ruko a6, kalijaga, kec. harjamukti, kabupaten cirebon, jawa barat, indonesia",https://instagram.com/goldenkids.gk.id?igshid=YmMyMTA2M2Y=,+62 878-7788-8851,5.0,14.0,108.5589665,-6.7573036,Jawa Barat
MAXIMUS (Konsultan - Psikologi),Psychologist,"maximus (konsultan - psikologi), jl. sariasih ii no.22, sarijadi, kec. sukasari, kota bandung, jawa barat 40121, indonesia",tidak diketahui,+62 815-6162-4688,0.0,2.0,107.5778165,-6.8751659,Jawa Barat
Schema Psikologi,Psychologist,"schema psikologi, ruko depok maharaja, blok a9 no.2,, jl. raya sawangan, mampang, kec. pancoran mas, kota depok, jawa barat 16435, indonesia",tidak diketahui,+62 898-7252-627,0.0,7.0,106.7931309,-6.3959553,Jawa Barat
Biro Psikologi Arunika,Psychologist,"biro psikologi arunika, jl. dr. wahidin sudirohusodo no.62a, sukapura, kejaksan, cirebon city, west java 45122, indonesia",https://www.instagram.com/biroarunika.psi?igsh=MzRlODBiNWFlZA==,+62 852-1391-0086,5.0,4.0,108.5512883,-6.7082381,Jawa Barat
Soulutics - Psychology & HR Consultant,Psychologist,"soulutics - psychology & hr consultant, jl. palayu raya no.2, bantarjati, kec. bogor utara, kota bogor, jawa barat 16152, indonesia",https://soulutics.id/,+62 851-8321-5588,5.0,16.0,106.8127908,-6.5819143,Jawa Barat
SEKAR psychological Services,Psychologist,"sekar psychological services, windelrio townhouse, blok a no. 9, jl. brigjen saptadji hadiprawira, semplak, kec. bogor bar., kota bogor, jawa barat 16112, indonesia",https://instagram.com/sekar_sekolahkeluarga?igshid=MzNlNGNkZWQ4Mg==,+62 821-2208-2232,5.0,1.0,106.7644217,-6.5642558,Jawa Barat
KILAU GEMILANG OFFICE,Psychologist,"kilau gemilang office, jalan kavling rancabayongbong, rancamulya, kec. pameungpeuk, kabupaten bandung, jawa barat 40375, indonesia",tidak diketahui,+62 813-9569-2527,0.0,32.0,107.5952385,-7.0047673,Jawa Barat
Joy Psikologi,Psychologist,"4854+c78 joy psikologi, maja sel., kec. maja, kabupaten majalengka, jawa barat 45461, indonesia",tidak diketahui,tidak diketahui,3.0,1.0,108.3057127,-6.8914582,Jawa Barat
"TERAPI MENTAL (HYPNO SQ, Sidik Jari Psikologi & Motivator)",Psychologist,"terapi mental (hypno sq, sidik jari psikologi & motivator), perum ciharendong kencana b/24, rt.22/rw.07, cigintung, kec. kuningan, kabupaten kuningan, jawa barat 45517, indonesia",http://www.rumahlemt.com/,+62 896-6846-5778,0.0,116.0,108.4877781,-6.9593142,Jawa Barat
LPSP3,Psychologist,"jrpj+hf2 lpsp3, gedung h lantai dasar fakultas psikologi ui, kampus baru ui, pondok cina, beji, depok city, west java 16424, indonesia",https://lpsp3.wordpress.com/,+62 813-8001-9780,0.0,2.0,106.8311353,-6.3636102,Jawa Barat
Biro Konsultasi Psikologi Progresia Cirebon,Psychologist,"6hw7+vrh biro konsultasi psikologi progresia cirebon, larangan, harjamukti, cirebon city, west java 45141, indonesia",tidak diketahui,tidak diketahui,4.0,1.0,108.5646185,-6.752805,Jawa Barat
CHC Cibubur,Psychologist,"chc cibubur [lembaga psikologi klinis & hipnoterapi] ~ warung sehat cinta, ruko little china, jl. legenda wisata jb 18, cibubur, kec. gn. putri, kabupaten bogor, jawa barat 16965, indonesia",tidak diketahui,+62 811-2320-530,5.0,3.0,106.9432341,-6.3957737,Jawa Barat
Praktek Biro Psikologi Westaria,Psychotherapist,"praktek biro psikologi westaria, perumahan bukit indah residence, jl. kolonel masturi blk. b no.10a, cipageran, kec. cimahi utara, kota cimahi, jawa barat 40511, indonesia",tidak diketahui,+62 878-1666-3508,5.0,2.0,107.5476136,-6.8548332,Jawa Barat
Bandung Counseling Service,Psychologist,"bandung counseling service, komp. cikawao permai, jl. cikawao b-11 no.23, paledang, kec. lengkong, kota bandung, jawa barat 50261, indonesia",http://bcs2010.20m.com/,+62 22 4262728,0.0,5.0,107.6153718,-6.9274317,Jawa Barat
Psikolog Sumedang,Psychologist,tidak diketahui,tidak diketahui,+62 812-2171-8476,5.0,18.0,107.9079724,-6.853597,Jawa Barat
Insight Psikotes,Psychologist,"insight psikotes, jl. antanila i no.9, cisaranten kulon, arcamanik, bandung city, west java 40293, indonesia",tidak diketahui,+62 853-2050-3038,5.0,2.0,107.679313,-6.9358457,Jawa Barat
PSIKOTES INDONESIA,Psychologist,"psikotes indonesia, the green sariwangi tahap 2, no.8, rt.2/rw.11, sariwangi, kec. parongpong, kabupaten bandung barat, jawa barat 40559, indonesia",https://www.psikotesindonesia.site/,+62 831-8500-0925,5.0,1.0,107.5736645,-6.8571763,Jawa Barat
"Praktek Psikolog - Bandung Psychological Health Care (layanan Psikolog anak, remaja, dewasa)",Psychologist,"praktek psikolog - bandung psychological health care (layanan psikolog anak, remaja, dewasa), jl. kolonel masturi no.331 rt.001/006, kertawangi, kec. cisarua, kabupaten bandung barat, jawa barat 40551, indonesia",tidak diketahui,+62 813-2070-8401,5.0,10.0,107.5733801,-6.7975133,Jawa Barat
Praktek Psikolog Bogor,Mental health clinic,"praktek psikolog bogor, perumahan green dramaga residence jl. tegal waru blok b.17, tegal waru, kec. ciampea, kabupaten bogor, jawa barat 16620, indonesia",tidak diketahui,+62 813-1674-1975,0.0,15.0,106.6997017,-6.5642775,Jawa Barat
Taman Bintang - psikologi dan Terapi Anak,Psychologist,"taman bintang - psikologi dan terapi anak, jl. mt. haryono no.685 c, wonodri, semarang selatan, semarang city, central java 50242, indonesia",tidak diketahui,+62 811-2713-454,0.0,184.0,110.4322416,-6.999246,Jawa Tengah
"Praktik Psikolog Mandiri Christina Irnawati S.Psi., M.Psi.,Psikolog.,CH.,CT",Psychologist,"praktik psikolog mandiri christina irnawati s.psi., m.psi.,psikolog.,ch.,ct, jl. kapten dr. prakosa bayan krajan, rt.05/rw.15, kadipiro, banjarsari, surakarta city, central java 57136, indonesia",tidak diketahui,+62 877-5171-3387,0.0,39.0,110.8147594,-7.5280276,Jawa Tengah
"SINERGI ""Rumah Pelayanan Psikologi""",Psychologist,"sinergi ""rumah pelayanan psikologi"", jl. tentara pelajar no.235, rw. iii, kliwonan, kec. banyuurip, kabupaten purworejo, jawa tengah 54171, indonesia",tidak diketahui,+62 812-2654-9010,0.0,85.0,109.9787387,-7.7281521,Jawa Tengah
Praktek Psikolog Setiyo Purwanto MSi.,Psychologist,"praktek psikolog setiyo purwanto msi., gg. salak 9 jl. topesan, rt.2/rw1, dusun i, gumpang, kec. kartasura, kabupaten sukoharjo, jawa tengah 57169, indonesia",http://praktekpsiko.blogspot.co.id/,+62 271 7451123,0.0,61.0,110.7502336,-7.5671969,Jawa Tengah
"Semarang Hipnoterapi Psikolog klinis - Ihfan N Saputro, S.Psi., M.Psi., Psikolog., C.Ht., NNLP - Binar Kalbu Psikologi",Psychologist,"semarang hipnoterapi psikolog klinis - ihfan n saputro, s.psi., m.psi., psikolog., c.ht., nnlp - binar kalbu psikologi, jl. wr. supratman x no.27, rt.01/rw.12, gisikdrono, kec. semarang barat, kota semarang, jawa tengah 50149, indonesia",http://binarkalbupsikologi.carrd.co/,+62 895-3599-47727,5.0,600.0,110.3866674,-6.9952975,Jawa Tengah
Yayasan Praktek Psikolog Indonesia Cabang Semarang,Psychologist,"yayasan praktek psikolog indonesia cabang semarang, a+ room, jl. durian raya no.5, srondol wetan, banyumanik, semarang city, central java 50263, indonesia",http://www.praktekpsikolog.com/,+62 878-8718-4585,5.0,4.0,110.4177863,-7.061936,Jawa Tengah
Klinik Psikolog Vira,Psychologist,"klinik psikolog vira, emerald garden blok a11/19, kota semarang, jawa tengah, indonesia",https://klinikpsikologvira.com/,tidak diketahui,5.0,43.0,110.4664872,-7.0592855,Jawa Tengah
Pusat Psikologi Terapan Unika Soegijapranata,Psychologist,"pusat psikologi terapan unika soegijapranata, jl. pawiyatan luhur iv no.1, tinjomoyo, banyumanik, semarang city, central java 50172, indonesia",tidak diketahui,+62 24 86457912,0.0,36.0,110.4039,-7.0244728,Jawa Tengah
Layanan Psikologi Rumah Mentari,Psychologist,"layanan psikologi rumah mentari, jl. panda utara i no.4, palebon, kec. pedurungan, kota semarang, jawa tengah 50246, indonesia",tidak diketahui,+62 813-4320-9695,0.0,122.0,110.4642393,-7.0034113,Jawa Tengah
Jasa Layanan Psikologi Psikocare,Psychologist,"jasa layanan psikologi psikocare, jl. kauman raya no.31b, palebon, pedurungan, semarang city, central java 50246, indonesia",tidak diketahui,+62 877-8440-0017,5.0,14.0,110.4604319,-7.004893,Jawa Tengah
Veny Mulyani & Partners Clinic - Praktek Psikolog,Psychologist,"veny mulyani & partners clinic - praktek psikolog, jl. kr. rejo raya no.10, banyumanik, semarang city, central java 50263, indonesia",http://venymulyaniandpartnersclinic.com/,+62 821-1951-8717,5.0,30.0,110.4145668,-7.0746131,Jawa Tengah
Praktik Psikolog Auliya Ulil (Paradigma Self Development Center),Psychologist,"praktik psikolog auliya ulil (paradigma self development center), jl. raya sraten no.59, sraten tiga, gedangan, tuntang, semarang regency, central java 50773, indonesia",https://www.instagram.com/auliyaui/,+62 812-1572-3997,0.0,18.0,110.4674347,-7.3201038,Jawa Tengah
Praktek Psikolog Spirit Psychology Center Semarang,Psychologist,"praktek psikolog spirit psychology center semarang, jl. drupadi no.2a/2, plombokan, semarang utara, semarang city, central java 50171, indonesia",http://www.spiritpsychologycenter.com/,+62 882-2899-8101,5.0,5.0,110.4092054,-6.9715969,Jawa Tengah
Praktek Psikolog Indonesia Surakarta,Psychologist,"praktek psikolog indonesia surakarta, el samara office, jl. wora wari no.3, sriwedari, kec. laweyan, kota surakarta, jawa tengah 57141, indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,0.0,11.0,110.8133448,-7.5650865,Jawa Tengah
Envilia Psychology,Psychologist,"envilia psychology, jl. durian raya no.50, srondol wetan, banyumanik, semarang city, central java 50263, indonesia",http://enviliapsychology.com/,+62 817-7000-5050,5.0,10.0,110.4185254,-7.0617411,Jawa Tengah
Lembaga Psikologi QQNuansa Consultant,Psychologist,"lembaga psikologi qqnuansa consultant, cluster satria medono blok e no.10, medono, kec. pekalongan bar., kota pekalongan, jawa tengah 51111, indonesia",tidak diketahui,+62 878-1330-8092,0.0,173.0,109.6580138,-6.8965776,Jawa Tengah
Terapi Tumbuh Kembang Anak Tegal dan Layanan Psikolog Tegal,Psychotherapist,"terapi tumbuh kembang anak tegal dan layanan psikolog tegal, jalan professor muhammad yamin no.64, kudaile, kec. slawi, kabupaten tegal, jawa tengah 52413, indonesia",tidak diketahui,+62 823-2292-2695,5.0,14.0,109.1348409,-6.9727499,Jawa Tengah
"Praktik Psikolog Mellyana Setyowati,M.Psi,Psikolog",Psychologist,"praktik psikolog mellyana setyowati,m.psi,psikolog, gambiran, cemani, kec. grogol, kabupaten sukoharjo, jawa tengah 57552, indonesia",https://instagram.com/cahaya.psikologi?igshid=YmMyMTA2M2Y=,+62 856-4215-6845,5.0,13.0,110.8015409,-7.5723564,Jawa Tengah
Biro Psikologi PROAKTIF,Psychologist,"h6x9+64v biro psikologi proaktif, jl. raya beji karangsalam, dusun iii, karangsalam kidul, kedungbanteng, banyumas regency, central java 53152, indonesia",tidak diketahui,+62 851-5923-3079,5.0,36.0,109.2178013,-7.4018764,Banten
RUMAH PSIKOLOG,Psychologist,"rumah psikolog, jl. dinar asri no.6 blok l9, meteseh, kec. tembalang, kota semarang, jawa tengah 50271, indonesia",tidak diketahui,+62 895-3596-87088,5.0,34.0,110.4673312,-7.0609992,Jawa Tengah
"Praktik Psikolog Pekalongan-Immatulfathina P., S.Psi., M.Psi., Psikolog",Psychologist,"praktik psikolog pekalongan-immatulfathina p., s.psi., m.psi., psikolog, perum. kebulen indah blok e.1, kebulen, kec. pekalongan bar., kota pekalongan, jawa tengah 51112, indonesia",https://instagram.com/temanbertumbuh_psikologi?igshid=YmMyMTA2M2Y=,+62 878-8863-6349,5.0,34.0,109.6722898,-6.9089611,Jawa Tengah
Praktik Psikolog Mahasri Shobabiya,Psychologist,"praktik psikolog mahasri shobabiya, suratmanan, rt 07, rw.03, kranggan, kabupaten klaten, jawa tengah 57474, indonesia",tidak diketahui,+62 857-2885-3034,5.0,11.0,110.6817084,-7.6089958,Jawa Tengah
Psynergy (Layanan Psikologi&Tumbuh Kembang),Psychologist,"psynergy (layanan psikologi&tumbuh kembang), jl. lamongan bar. vi no.18, sampangan, kec. gajahmungkur, kota semarang, jawa tengah 50232, indonesia",https://psynergy.web.id/,+62 822-2685-2200,5.0,36.0,110.3934621,-7.011466,Jawa Tengah
"Praktik Psikolog Mandiri Amanda Angela S.Psi., M.Psi., Psikolog. (Psikolog Klinis Anak)",Psychologist,"praktik psikolog mandiri amanda angela s.psi., m.psi., psikolog. (psikolog klinis anak), jl. jagalan malang no.382, gabahan, semarang tengah, semarang city, central java 50135, indonesia",tidak diketahui,+62 838-9991-7887,5.0,2.0,110.4280472,-6.979761,Jawa Tengah
N-ergy Psychology Center Ungaran,Psychologist,"n-ergy psychology center ungaran, jl. mt. hariyono no.9, dliwang, ungaran, ungaran barat, semarang regency, central java 50518, indonesia",tidak diketahui,+62 858-8521-6688,0.0,12.0,110.409949,-7.1290431,Jawa Tengah
KENCANA PSIKOLOGI Consulting ( CAPING),Psychologist,"kencana psikologi consulting ( caping), jl. rm said no 15 geneng, rt.02/rw.06, tegalgede, kec. karanganyar, kabupaten karanganyar, jawa tengah 57714, indonesia",tidak diketahui,+62 812-1576-676,5.0,1.0,110.9574693,-7.6019115,Jawa Tengah
Psychology Clinic,Mental health clinic,"2c44+5wq psychology clinic, randusari, semarang selatan, semarang city, central java 50244, indonesia",tidak diketahui,tidak diketahui,0.0,2.0,110.4073635,-6.9945315,Jawa Tengah
LPT CINDO,Psychologist,"lpt cindo, jl. blewah raya ii no.11, karangasem, kec. laweyan, kota surakarta, jawa tengah 57145, indonesia",tidak diketahui,+62 851-0009-2393,0.0,189.0,110.7759374,-7.5497426,Jawa Tengah
Biro Psikologi Terapan Jepara (PERSONALITA),Psychologist,"biro psikologi terapan jepara (personalita), perum kuwasharjo blok h, no h84, kuwasen x, kuwasen, kec. jepara, kabupaten jepara, jawa tengah 59431, indonesia",tidak diketahui,+62 823-2928-5747,5.0,24.0,110.6922449,-6.5807826,Jawa Tengah
Klinik Psikologi Gama,Psychologist,"klinik psikologi gama, jl tulus harapan b, xi blk. c no.7, sendangmulyo, kec. tembalang, kota semarang, jawa tengah 50272, indonesia",tidak diketahui,+62 812-2951-9509,5.0,5.0,110.471179,-7.035984,Jawa Tengah
WASKITA - Biro Konsultan Psikologi,Psychologist,"waskita - biro konsultan psikologi, jl. monumen 45 no.12, setabelan, kec. banjarsari, kota surakarta, jawa tengah 57133, indonesia",http://www.waskita.net/,+62 822-4216-6729,0.0,689.0,110.8272065,-7.5608882,Jawa Tengah
Biro Psikologi Metafora,Psychologist,"biro psikologi metafora, jl. kh. agus salim no.28, karangpucung, purwokerto selatan, banyumas regency, central java 53142, indonesia",tidak diketahui,+62 281 632648,0.0,15.0,109.2361784,-7.4443731,Jawa Tengah
Teman Tumbuh Psikologi,Psychologist,"teman tumbuh psikologi, puri kahuripan 1 no.15 blok c, sawah, jati, kec. jaten, kabupaten karanganyar, jawa tengah 57771, indonesia",https://www.instagram.com/official.temantumbuh?igsh=YjBzYWd0a215MmZ1,+62 813-9075-5345,0.0,18.0,110.9246228,-7.5922593,Jawa Tengah
